event_id,timestamp,density_estimate,expected_crowd_size,GateA,GateB,GateC,GateD,Food Court,SectionA,SectionB,SectionC,SectionD,Toilet,recommendations,risk_level,scenario_type,status
E180,2025-09-19T21:47:00Z,129,716,Closed,Closed,Open,Open,148,160,150,59,57,96,Deploy staff to Food Court,Low,EmergencyEvacuation,Simulated
E181,2025-09-19T18:36:00Z,451,4324,Closed,Open,Closed,Closed,838,832,867,808,866,814,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E182,2025-09-19T22:57:00Z,50,524,Open,Closed,Open,Open,2,133,60,45,166,81,Monitor flow,Low,FoodCourtRush,Simulated
E183,2025-09-19T19:33:00Z,392,4323,Closed,Open,Open,Open,942,882,844,870,950,954,Deploy staff to Food Court,Low,EmergencyEvacuation,Simulated
E184,2025-09-19T19:12:00Z,324,3208,Open,Closed,Open,Open,599,704,674,721,648,627,Deploy staff to Food Court,Low,NormalFlow,Simulated
E185,2025-09-19T22:23:00Z,263,2605,Open,Closed,Open,Open,457,511,494,482,547,538,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E186,2025-09-19T23:52:00Z,326,3018,Open,Open,Open,Closed,606,536,658,570,557,595,Deploy staff to Food Court,Low,EntryRush,Simulated
E187,2025-09-19T23:48:00Z,290,2226,Open,Closed,Closed,Open,484,489,575,412,489,398,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E188,2025-09-19T18:16:00Z,451,4454,Open,Closed,Closed,Closed,826,906,939,881,862,898,Deploy staff to Food Court,Low,NormalFlow,Simulated
E189,2025-09-19T19:33:00Z,163,1288,Closed,Open,Open,Open,195,276,345,348,211,224,Deploy staff to Food Court,Low,ExitFlow,Simulated
E190,2025-09-19T21:31:00Z,421,4744,Closed,Open,Open,Closed,945,968,919,923,947,984,Deploy staff to Food Court,Low,ExitFlow,Simulated
E191,2025-09-19T22:00:00Z,170,2067,Open,Closed,Closed,Open,500,347,409,438,372,423,Deploy staff to Food Court,Low,EmergencyEvacuation,Simulated
E192,2025-09-19T22:39:00Z,320,2616,Closed,Closed,Open,Open,560,515,564,513,548,597,Deploy staff to Food Court,Low,NormalFlow,Simulated
E193,2025-09-19T19:53:00Z,145,2363,Closed,Open,Open,Closed,611,455,466,456,521,466,Deploy staff to Food Court,Low,NormalFlow,Simulated
E194,2025-09-19T21:19:00Z,307,3739,Open,Closed,Open,Closed,835,766,744,748,811,812,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E195,2025-09-19T22:05:00Z,227,1621,Open,Open,Open,Closed,370,329,249,387,278,331,Deploy staff to Food Court,Low,ExitFlow,Simulated
E196,2025-09-19T23:33:00Z,502,4708,Open,Open,Open,Closed,946,941,884,855,886,913,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E197,2025-09-19T20:40:00Z,251,2313,Open,Open,Open,Open,443,464,325,482,528,409,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E198,2025-09-19T19:59:00Z,114,1382,Closed,Open,Open,Closed,310,223,339,327,286,246,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E199,2025-09-19T23:36:00Z,184,1839,Open,Open,Open,Open,423,373,400,389,361,298,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E200,2025-09-19T20:33:00Z,377,3788,Closed,Closed,Closed,Open,794,812,732,767,807,726,Deploy staff to Food Court,Low,NormalFlow,Simulated
E201,2025-09-19T22:07:00Z,501,4303,Open,Open,Closed,Closed,921,918,850,845,872,831,Deploy staff to Food Court,Low,ExitFlow,Simulated
E202,2025-09-19T23:31:00Z,373,3145,Closed,Closed,Open,Closed,663,565,605,700,584,617,Deploy staff to Food Court,Low,ExitFlow,Simulated
E203,2025-09-19T22:24:00Z,474,4175,Closed,Open,Closed,Open,841,831,850,821,845,810,Deploy staff to Food Court,Low,NormalFlow,Simulated
E204,2025-09-19T23:03:00Z,577,4753,Open,Closed,Closed,Open,962,1020,880,839,865,1011,Deploy staff to Food Court,Low,ExitFlow,Simulated
E205,2025-09-19T19:51:00Z,103,584,Open,Closed,Open,Open,158,85,161,66,38,106,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E206,2025-09-19T19:05:00Z,248,2098,Open,Open,Closed,Closed,486,396,428,329,349,411,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E207,2025-09-19T22:44:00Z,471,4787,Closed,Closed,Open,Open,1103,929,920,967,1017,1021,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E208,2025-09-19T21:40:00Z,419,4649,Open,Closed,Open,Closed,956,849,1008,982,960,927,Deploy staff to Food Court,Low,NormalFlow,Simulated
E209,2025-09-19T21:46:00Z,269,3121,Closed,Closed,Open,Closed,682,565,619,650,633,586,Deploy staff to Food Court,Low,NormalFlow,Simulated
E210,2025-09-19T23:48:00Z,418,4254,Open,Closed,Open,Open,794,954,874,869,806,889,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E211,2025-09-19T18:17:00Z,216,2005,Closed,Open,Closed,Closed,451,373,411,377,335,364,Deploy staff to Food Court,Low,ExitFlow,Simulated
E212,2025-09-19T23:46:00Z,302,3000,Closed,Open,Open,Closed,632,659,563,657,602,601,Deploy staff to Food Court,Low,EmergencyEvacuation,Simulated
E213,2025-09-19T23:03:00Z,381,3801,Closed,Open,Open,Closed,792,768,815,817,810,791,Deploy staff to Food Court,Low,ExitFlow,Simulated
E214,2025-09-19T23:16:00Z,129,1746,Open,Closed,Open,Closed,426,335,336,428,348,332,Deploy staff to Food Court,Low,EntryRush,Simulated
E215,2025-09-19T21:50:00Z,164,1527,Closed,Open,Open,Closed,340,263,321,330,271,195,Deploy staff to Food Court,Low,ExitFlow,Simulated
E216,2025-09-19T23:43:00Z,114,1857,Closed,Open,Open,Closed,307,397,338,382,404,358,Deploy staff to Food Court,Low,EmergencyEvacuation,Simulated
E217,2025-09-19T21:56:00Z,560,4715,Open,Open,Closed,Open,925,972,933,917,980,972,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E218,2025-09-19T19:53:00Z,122,519,Open,Closed,Closed,Open,36,67,66,128,115,189,Monitor flow,Medium,ExitFlow,Simulated
E219,2025-09-19T22:27:00Z,346,3996,Closed,Closed,Open,Open,879,869,727,769,885,820,Deploy staff to Food Court,Low,NormalFlow,Simulated
E220,2025-09-19T21:40:00Z,79,964,Open,Closed,Open,Open,211,131,206,193,119,240,Deploy staff to Food Court,Low,ExitFlow,Simulated
E221,2025-09-19T21:54:00Z,436,4265,Closed,Open,Open,Closed,833,872,852,831,892,766,Deploy staff to Food Court,Low,EmergencyEvacuation,Simulated
E222,2025-09-19T19:29:00Z,460,4802,Open,Closed,Open,Open,949,968,935,953,985,922,Deploy staff to Food Court,Low,EmergencyEvacuation,Simulated
E223,2025-09-19T20:52:00Z,532,4724,Open,Closed,Open,Closed,978,873,900,948,971,992,Deploy staff to Food Court,Low,EmergencyEvacuation,Simulated
E224,2025-09-19T20:42:00Z,336,3552,Closed,Open,Open,Open,723,701,709,759,676,751,Deploy staff to Food Court,Low,ExitFlow,Simulated
E225,2025-09-19T20:22:00Z,389,4100,Open,Closed,Open,Open,822,775,835,852,857,875,Deploy staff to Food Court,Low,ExitFlow,Simulated
E226,2025-09-19T20:04:00Z,427,4635,Closed,Open,Open,Closed,945,868,942,859,984,952,Deploy staff to Food Court,Low,EmergencyEvacuation,Simulated
E227,2025-09-19T21:55:00Z,352,3690,Open,Open,Closed,Closed,774,824,768,671,752,720,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E228,2025-09-19T21:28:00Z,50,816,Closed,Open,Closed,Open,186,186,262,102,159,219,Deploy staff to Food Court,Low,NormalFlow,Simulated
E229,2025-09-19T23:25:00Z,378,2906,Closed,Open,Closed,Closed,601,753,556,463,579,570,Deploy staff to Food Court,Low,NormalFlow,Simulated
E230,2025-09-19T20:41:00Z,432,3960,Open,Closed,Closed,Closed,797,895,739,767,801,704,Deploy staff to Food Court,Low,EntryRush,Simulated
E231,2025-09-19T18:42:00Z,316,2703,Closed,Closed,Closed,Closed,641,632,628,431,541,535,Deploy staff to Food Court,Low,EntryRush,Simulated
E232,2025-09-19T18:15:00Z,101,1384,Closed,Open,Open,Closed,315,274,265,269,303,281,Deploy staff to Food Court,Low,EmergencyEvacuation,Simulated
E233,2025-09-19T19:06:00Z,179,1913,Open,Closed,Open,Open,338,373,344,426,266,395,Deploy staff to Food Court,Low,NormalFlow,Simulated
E234,2025-09-19T23:31:00Z,406,4110,Open,Open,Open,Closed,730,819,820,857,706,829,Deploy staff to Food Court,Low,EmergencyEvacuation,Simulated
E235,2025-09-19T18:54:00Z,480,4028,Closed,Open,Closed,Closed,782,849,830,768,852,717,Deploy staff to Food Court,Low,EmergencyEvacuation,Simulated
E236,2025-09-19T21:28:00Z,462,4130,Open,Closed,Closed,Closed,823,818,891,824,808,841,Deploy staff to Food Court,Low,EmergencyEvacuation,Simulated
E237,2025-09-19T23:04:00Z,202,1994,Closed,Open,Open,Closed,403,373,540,363,492,286,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E238,2025-09-19T21:08:00Z,138,1250,Closed,Open,Closed,Open,292,281,225,189,291,158,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E239,2025-09-19T18:40:00Z,335,3612,Open,Closed,Open,Closed,730,684,716,775,664,746,Deploy staff to Food Court,Low,NormalFlow,Simulated
E240,2025-09-19T22:44:00Z,101,1383,Open,Open,Open,Closed,305,194,288,275,206,271,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E241,2025-09-19T20:12:00Z,217,1894,Closed,Open,Open,Open,353,392,362,385,409,325,Deploy staff to Food Court,Low,NormalFlow,Simulated
E242,2025-09-19T18:50:00Z,238,3152,Open,Closed,Closed,Closed,642,595,542,599,689,662,Deploy staff to Food Court,Low,EntryRush,Simulated
E243,2025-09-19T20:50:00Z,501,4745,Open,Closed,Closed,Closed,953,901,983,997,846,948,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E244,2025-09-19T23:16:00Z,279,3938,Open,Closed,Closed,Open,756,727,843,790,807,793,Deploy staff to Food Court,Low,EntryRush,Simulated
E245,2025-09-19T23:20:00Z,376,4663,Open,Closed,Open,Open,899,939,1018,874,933,952,Deploy staff to Food Court,Low,ExitFlow,Simulated
E246,2025-09-19T18:54:00Z,451,4258,Closed,Closed,Open,Closed,912,878,837,981,858,869,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E247,2025-09-19T21:32:00Z,178,2081,Closed,Open,Closed,Open,440,479,370,403,409,449,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E248,2025-09-19T21:57:00Z,173,1609,Open,Closed,Closed,Open,332,382,295,297,366,338,Deploy staff to Food Court,Low,EmergencyEvacuation,Simulated
E249,2025-09-19T23:42:00Z,273,2388,Closed,Open,Open,Closed,402,451,467,479,543,380,Deploy staff to Food Court,Low,NormalFlow,Simulated
E250,2025-09-19T19:04:00Z,87,1827,Closed,Closed,Open,Open,383,370,411,361,289,416,Deploy staff to Food Court,Low,EmergencyEvacuation,Simulated
E251,2025-09-19T23:46:00Z,268,3074,Closed,Closed,Closed,Open,663,595,618,670,481,620,Deploy staff to Food Court,Low,EntryRush,Simulated
E252,2025-09-19T20:48:00Z,116,947,Closed,Closed,Closed,Open,184,202,181,198,248,144,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E253,2025-09-19T19:26:00Z,54,643,Open,Closed,Closed,Closed,206,96,77,196,150,148,Deploy staff to Food Court,Low,NormalFlow,Simulated
E254,2025-09-19T20:23:00Z,90,1606,Open,Closed,Closed,Open,324,309,236,358,434,258,Deploy staff to Food Court,Low,NormalFlow,Simulated
E255,2025-09-19T20:12:00Z,195,1835,Open,Closed,Open,Open,415,329,390,378,374,380,Deploy staff to Food Court,Low,EmergencyEvacuation,Simulated
E256,2025-09-19T21:18:00Z,336,3981,Closed,Open,Open,Closed,870,833,781,734,846,852,Deploy staff to Food Court,Low,ExitFlow,Simulated
E257,2025-09-19T19:06:00Z,150,1552,Closed,Closed,Open,Open,356,318,317,357,391,317,Deploy staff to Food Court,Low,NormalFlow,Simulated
E258,2025-09-19T18:26:00Z,475,4934,Closed,Open,Open,Open,1009,1013,940,994,1037,942,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E259,2025-09-19T20:53:00Z,304,3055,Closed,Open,Open,Open,586,535,605,547,591,485,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E260,2025-09-19T19:34:00Z,312,3210,Closed,Open,Open,Closed,652,639,604,588,649,617,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E261,2025-09-19T19:09:00Z,583,4946,Closed,Closed,Closed,Closed,971,1015,895,975,1033,1023,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E262,2025-09-19T23:54:00Z,435,4649,Open,Closed,Open,Open,895,882,914,968,948,975,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E263,2025-09-19T21:11:00Z,195,1770,Open,Closed,Open,Closed,355,377,455,411,352,355,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E264,2025-09-19T18:02:00Z,458,4798,Open,Open,Open,Closed,1044,975,979,917,999,953,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E265,2025-09-19T19:45:00Z,237,2437,Closed,Closed,Closed,Open,485,535,475,487,461,500,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E266,2025-09-19T19:40:00Z,435,4368,Closed,Closed,Closed,Open,943,868,840,878,911,808,Deploy staff to Food Court,Low,ExitFlow,Simulated
E267,2025-09-19T18:01:00Z,380,3632,Closed,Open,Closed,Closed,773,696,770,717,677,724,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E268,2025-09-19T18:44:00Z,135,1952,Closed,Open,Closed,Open,361,333,357,381,355,502,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E269,2025-09-19T18:10:00Z,168,2246,Open,Closed,Closed,Closed,474,469,481,434,493,507,Deploy staff to Food Court,Low,ExitFlow,Simulated
E270,2025-09-19T19:38:00Z,60,568,Closed,Open,Open,Closed,57,82,36,152,143,99,Monitor flow,Low,EmergencyEvacuation,Simulated
E271,2025-09-19T22:23:00Z,79,710,Closed,Open,Closed,Open,203,109,218,148,71,136,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E272,2025-09-19T23:53:00Z,229,2445,Open,Open,Open,Open,380,440,498,423,566,456,Deploy staff to Food Court,Low,EmergencyEvacuation,Simulated
E273,2025-09-19T22:52:00Z,73,665,Closed,Open,Closed,Closed,146,130,153,158,194,70,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E274,2025-09-19T21:38:00Z,215,1992,Open,Closed,Closed,Closed,412,353,444,449,330,380,Deploy staff to Food Court,Low,ExitFlow,Simulated
E275,2025-09-19T22:42:00Z,388,3488,Closed,Closed,Open,Open,742,725,635,692,713,717,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E276,2025-09-19T20:30:00Z,123,1097,Open,Closed,Open,Open,215,243,262,185,217,251,Deploy staff to Food Court,Low,EntryRush,Simulated
E277,2025-09-19T23:05:00Z,296,1776,Closed,Closed,Open,Open,406,326,364,408,345,335,Deploy staff to Food Court,Low,EntryRush,Simulated
E278,2025-09-19T19:56:00Z,61,834,Closed,Open,Closed,Closed,204,157,238,111,130,185,Deploy staff to Food Court,Low,EntryRush,Simulated
E279,2025-09-19T20:00:00Z,149,741,Closed,Closed,Closed,Open,162,105,199,171,183,147,Deploy staff to Food Court,Medium,NormalFlow,Simulated
E280,2025-09-19T23:52:00Z,224,2198,Open,Open,Open,Closed,406,465,462,377,452,417,Deploy staff to Food Court,Low,EmergencyEvacuation,Simulated
E281,2025-09-19T20:03:00Z,54,746,Open,Open,Open,Closed,108,161,167,259,110,142,Monitor flow,Low,EntryRush,Simulated
E282,2025-09-19T22:53:00Z,436,4274,Open,Closed,Open,Open,897,881,759,839,842,837,Deploy staff to Food Court,Low,NormalFlow,Simulated
E283,2025-09-19T23:54:00Z,186,1111,Open,Open,Open,Open,250,243,171,279,163,224,Deploy staff to Food Court,Low,EntryRush,Simulated
E284,2025-09-19T22:20:00Z,70,509,Closed,Closed,Open,Closed,74,86,104,39,22,150,Monitor flow,Low,FoodCourtRush,Simulated
E285,2025-09-19T22:57:00Z,146,1299,Open,Closed,Closed,Closed,240,191,241,287,301,297,Deploy staff to Food Court,Low,NormalFlow,Simulated
E286,2025-09-19T23:40:00Z,119,1706,Open,Open,Closed,Closed,300,236,370,379,345,394,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E287,2025-09-19T22:18:00Z,51,529,Closed,Closed,Open,Open,131,111,180,101,97,46,Deploy staff to Food Court,Low,NormalFlow,Simulated
E288,2025-09-19T20:08:00Z,96,1836,Closed,Open,Open,Closed,341,342,314,358,373,423,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E289,2025-09-19T21:14:00Z,237,1983,Open,Closed,Open,Closed,332,382,457,380,449,414,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E290,2025-09-19T23:01:00Z,263,2508,Open,Open,Open,Open,613,496,459,447,487,547,Deploy staff to Food Court,Low,EntryRush,Simulated
E291,2025-09-19T23:12:00Z,380,3419,Open,Open,Open,Closed,629,686,704,747,707,588,Deploy staff to Food Court,Low,ExitFlow,Simulated
E292,2025-09-19T23:54:00Z,238,2047,Open,Open,Open,Closed,428,377,312,386,443,424,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E293,2025-09-19T23:40:00Z,128,1226,Closed,Closed,Closed,Closed,208,244,251,198,208,278,Deploy staff to Food Court,Low,EmergencyEvacuation,Simulated
E294,2025-09-19T20:29:00Z,475,3577,Open,Closed,Open,Open,686,696,769,746,711,733,Deploy staff to Food Court,Low,ExitFlow,Simulated
E295,2025-09-19T20:49:00Z,363,4522,Open,Open,Closed,Closed,992,913,932,889,878,884,Deploy staff to Food Court,Low,NormalFlow,Simulated
E296,2025-09-19T21:04:00Z,389,4195,Closed,Closed,Open,Closed,816,867,835,818,843,806,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E297,2025-09-19T23:40:00Z,278,2605,Closed,Closed,Closed,Closed,539,541,573,675,522,549,Deploy staff to Food Court,Low,EntryRush,Simulated
E298,2025-09-19T20:09:00Z,363,3739,Open,Open,Closed,Closed,754,791,784,798,785,786,Deploy staff to Food Court,Low,EntryRush,Simulated
E299,2025-09-19T20:21:00Z,91,1606,Closed,Open,Open,Open,330,325,346,413,379,278,Deploy staff to Food Court,Low,EmergencyEvacuation,Simulated
E300,2025-09-19T20:03:00Z,63,629,Open,Open,Closed,Open,156,62,98,141,147,40,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E301,2025-09-19T22:09:00Z,161,998,Open,Open,Open,Closed,227,233,201,187,230,94,Deploy staff to Food Court,Low,NormalFlow,Simulated
E302,2025-09-19T20:20:00Z,321,2972,Open,Open,Open,Closed,629,647,578,630,638,501,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E303,2025-09-19T22:48:00Z,304,2552,Closed,Open,Open,Closed,486,419,472,487,461,523,Deploy staff to Food Court,Low,NormalFlow,Simulated
E304,2025-09-19T22:47:00Z,357,3876,Closed,Open,Open,Closed,814,791,800,823,846,772,Deploy staff to Food Court,Low,EntryRush,Simulated
E305,2025-09-19T20:44:00Z,323,2577,Open,Closed,Closed,Closed,483,480,549,508,549,517,Deploy staff to Food Court,Low,EmergencyEvacuation,Simulated
E306,2025-09-19T22:00:00Z,363,3116,Open,Open,Closed,Open,643,657,615,505,660,648,Deploy staff to Food Court,Low,ExitFlow,Simulated
E307,2025-09-19T21:08:00Z,137,1269,Open,Closed,Closed,Closed,277,227,239,364,323,305,Deploy staff to Food Court,Low,EmergencyEvacuation,Simulated
E308,2025-09-19T22:30:00Z,158,1815,Open,Open,Open,Closed,370,255,413,396,363,363,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E309,2025-09-19T19:19:00Z,377,3395,Closed,Open,Open,Open,674,747,657,662,737,701,Deploy staff to Food Court,Low,NormalFlow,Simulated
E310,2025-09-19T22:24:00Z,172,1983,Open,Open,Closed,Open,399,428,405,422,483,479,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E311,2025-09-19T20:45:00Z,391,3544,Open,Open,Open,Open,655,545,737,754,788,705,Deploy staff to Food Court,Low,EntryRush,Simulated
E312,2025-09-19T21:41:00Z,567,4994,Closed,Open,Open,Closed,1012,1026,923,910,987,1022,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E313,2025-09-19T23:15:00Z,446,4395,Open,Open,Closed,Closed,889,925,841,869,872,967,Deploy staff to Food Court,Low,EmergencyEvacuation,Simulated
E314,2025-09-19T23:17:00Z,326,3101,Closed,Closed,Open,Closed,577,683,616,531,671,676,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E315,2025-09-19T19:58:00Z,68,890,Closed,Closed,Open,Closed,69,221,100,122,171,165,Monitor flow,Low,HalfTimeExit,Simulated
E316,2025-09-19T21:46:00Z,88,1237,Closed,Open,Open,Open,284,313,173,200,241,239,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E317,2025-09-19T20:31:00Z,186,537,Closed,Closed,Open,Closed,106,82,92,52,105,108,Open additional gates;Deploy staff to Food Court,High,FoodCourtRush,Simulated
E318,2025-09-19T18:13:00Z,138,1461,Closed,Open,Closed,Open,349,264,243,260,306,280,Deploy staff to Food Court,Low,NormalFlow,Simulated
E319,2025-09-19T22:26:00Z,419,4663,Closed,Closed,Open,Closed,882,876,934,955,903,928,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E320,2025-09-19T18:47:00Z,149,1957,Open,Open,Open,Closed,406,373,341,347,419,338,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E321,2025-09-19T20:05:00Z,314,3394,Open,Open,Closed,Open,694,671,602,658,599,656,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E322,2025-09-19T19:16:00Z,50,967,Open,Closed,Closed,Open,187,266,197,165,102,196,Deploy staff to Food Court,Low,NormalFlow,Simulated
E323,2025-09-19T18:30:00Z,399,3161,Closed,Open,Open,Closed,654,597,657,554,629,602,Deploy staff to Food Court,Low,NormalFlow,Simulated
E324,2025-09-19T23:18:00Z,66,601,Closed,Closed,Open,Open,130,91,110,78,93,198,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E325,2025-09-19T21:04:00Z,67,1058,Closed,Open,Open,Open,142,319,191,245,54,249,Monitor flow,Low,HalfTimeExit,Simulated
E326,2025-09-19T21:32:00Z,250,2596,Closed,Closed,Open,Open,568,502,468,530,479,504,Deploy staff to Food Court,Low,ExitFlow,Simulated
E327,2025-09-19T18:49:00Z,315,2762,Open,Open,Closed,Open,555,483,570,549,504,568,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E328,2025-09-19T18:55:00Z,130,1249,Open,Open,Closed,Open,199,249,265,240,224,266,Deploy staff to Food Court,Low,NormalFlow,Simulated
E329,2025-09-19T21:49:00Z,143,674,Open,Open,Closed,Closed,101,174,85,139,203,63,Monitor flow,Medium,EntryRush,Simulated
E330,2025-09-19T22:12:00Z,225,2038,Open,Open,Open,Open,427,455,333,328,494,344,Deploy staff to Food Court,Low,EntryRush,Simulated
E331,2025-09-19T20:45:00Z,545,4915,Closed,Closed,Closed,Closed,918,993,1001,1044,960,1045,Deploy staff to Food Court,Low,EmergencyEvacuation,Simulated
E332,2025-09-19T18:21:00Z,177,944,Open,Open,Open,Open,168,111,205,203,155,211,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E333,2025-09-19T22:51:00Z,222,1365,Closed,Closed,Open,Open,227,226,309,321,263,179,Deploy staff to Food Court,Low,EmergencyEvacuation,Simulated
E334,2025-09-19T22:47:00Z,301,2523,Closed,Open,Open,Open,480,476,485,445,488,526,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E335,2025-09-19T22:49:00Z,124,1278,Open,Open,Open,Closed,218,287,236,190,244,291,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E336,2025-09-19T23:34:00Z,186,1517,Open,Open,Closed,Closed,350,284,282,304,353,359,Deploy staff to Food Court,Low,EntryRush,Simulated
E337,2025-09-19T18:05:00Z,238,1593,Open,Open,Closed,Open,293,277,233,299,278,348,Deploy staff to Food Court,Low,NormalFlow,Simulated
E338,2025-09-19T18:30:00Z,303,3228,Closed,Closed,Closed,Open,637,698,590,649,668,526,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E339,2025-09-19T18:22:00Z,125,1347,Closed,Open,Closed,Open,300,257,300,335,250,334,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E340,2025-09-19T20:31:00Z,206,2554,Open,Closed,Open,Closed,511,472,517,507,527,489,Deploy staff to Food Court,Low,EmergencyEvacuation,Simulated
E341,2025-09-19T20:49:00Z,401,3936,Closed,Open,Closed,Closed,780,712,745,828,697,893,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E342,2025-09-19T19:52:00Z,364,3268,Closed,Closed,Open,Open,621,605,642,722,696,530,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E343,2025-09-19T22:32:00Z,97,636,Closed,Closed,Open,Open,58,81,123,134,91,89,Monitor flow,Low,HalfTimeExit,Simulated
E344,2025-09-19T18:14:00Z,251,2473,Closed,Closed,Open,Open,484,426,487,456,494,483,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E345,2025-09-19T18:57:00Z,484,4971,Closed,Closed,Open,Closed,1077,949,1022,930,913,1003,Deploy staff to Food Court,Low,NormalFlow,Simulated
E346,2025-09-19T22:46:00Z,268,2327,Closed,Open,Closed,Open,469,474,450,568,508,396,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E347,2025-09-19T21:31:00Z,331,3860,Closed,Closed,Closed,Open,802,685,769,703,782,697,Deploy staff to Food Court,Low,EntryRush,Simulated
E348,2025-09-19T19:57:00Z,168,848,Closed,Closed,Open,Open,270,208,95,118,215,228,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E349,2025-09-19T18:24:00Z,109,876,Open,Closed,Open,Closed,209,149,186,140,173,132,Deploy staff to Food Court,Low,ExitFlow,Simulated
E350,2025-09-19T21:25:00Z,229,2947,Closed,Open,Closed,Closed,669,579,570,573,550,625,Deploy staff to Food Court,Low,EntryRush,Simulated
E351,2025-09-19T22:28:00Z,455,4648,Open,Closed,Closed,Open,916,913,907,855,1000,911,Deploy staff to Food Court,Low,EntryRush,Simulated
E352,2025-09-19T20:03:00Z,50,535,Open,Open,Closed,Closed,27,171,103,87,39,215,Monitor flow,Low,HalfTimeExit,Simulated
E353,2025-09-19T22:07:00Z,123,1696,Open,Open,Closed,Open,325,346,243,328,316,266,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E354,2025-09-19T20:56:00Z,444,4746,Open,Closed,Closed,Closed,908,939,956,895,875,943,Deploy staff to Food Court,Low,EntryRush,Simulated
E355,2025-09-19T21:57:00Z,192,2380,Closed,Open,Open,Open,462,478,524,410,543,457,Deploy staff to Food Court,Low,EntryRush,Simulated
E356,2025-09-19T22:05:00Z,175,2146,Open,Closed,Closed,Open,437,375,406,455,430,299,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E357,2025-09-19T20:42:00Z,102,640,Closed,Closed,Open,Closed,39,188,156,192,75,95,Monitor flow,Low,EmergencyEvacuation,Simulated
E358,2025-09-19T22:22:00Z,211,2266,Closed,Open,Closed,Open,443,450,465,485,457,416,Deploy staff to Food Court,Low,EmergencyEvacuation,Simulated
E359,2025-09-19T22:22:00Z,115,716,Open,Open,Closed,Open,167,159,190,66,151,139,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
