event_id,time,scenario_phase,weather_condition,crowd_outside,transport_arrival_next_10min,crowd_growth_rate,gate_a_queue,gate_b_queue,gate_c_queue,gate_d_queue,gate_a_status,gate_b_status,gate_c_status,gate_d_status,section_a,section_b,section_c,section_d,food_court,toilet,facility_demand_forecast,parking_occupancy_percent,emergency_status,staff_security,staff_food,staff_medical,vip_early_entry,risk_level,predicted_risk_next_15min,bottleneck_prediction,recommended_action
E004_T03,09:30:00Z,pre_event,Clear,157,140,50.0,0,0,0,0,Closed,Closed,Closed,Closed,0,0,0,0,27,51,Low_Facility_Demand,72,Normal,5,3,2,False,Medium,Low,No_Bottleneck,prepare_gates
E004_T04,09:45:00Z,pre_event,Clear,210,114,33.8,0,0,0,0,Closed,Closed,Closed,Closed,0,0,0,0,24,34,Low_Facility_Demand,65,Normal,5,3,2,False,Medium,Low,No_Bottleneck,prepare_gates
E004_T05,09:20:00Z,entry_start,Cloudy,475,118,126.2,104,0,0,0,Open,Closed,Closed,Closed,104,104,104,104,63,26,Medium_Facility_Demand,55,Normal,7,3,3,False,High,High,No_Bottleneck,open_gate_c
E004_T06,09:25:00Z,entry_start,Light_Rain,425,130,-10.5,57,0,0,0,Open,Closed,Closed,Closed,57,57,57,57,52,43,Low_Facility_Demand,31,Normal,7,3,3,False,High,Medium,No_Bottleneck,balanced_flow
E004_T07,09:30:00Z,entry_start,Clear,375,122,-11.8,98,105,0,0,Open,Open,Closed,Closed,98,203,203,203,4,29,Medium_Facility_Demand,71,Normal,7,3,3,False,High,High,No_Bottleneck,open_gate_c
E004_T08,09:35:00Z,entry_start,Light_Rain,325,148,-13.3,57,58,0,0,Open,Open,Closed,Closed,57,115,115,115,3,18,Medium_Facility_Demand,72,Normal,7,3,3,False,High,Medium,No_Bottleneck,balanced_flow
E004_T09,09:40:00Z,entry_rush,Clear,275,128,-15.4,57,79,57,41,Open,Open,Open,Open,57,136,193,234,40,33,Medium_Facility_Demand,41,Normal,7,3,3,False,High,Medium,No_Bottleneck,open_gate_c
E004_T10,09:45:00Z,entry_rush,Clear,225,104,-18.2,30,78,61,77,Open,Open,Open,Open,30,108,169,246,34,34,Medium_Facility_Demand,30,Normal,7,3,3,False,High,Medium,No_Bottleneck,open_gate_c
E004_T11,09:50:00Z,entry_rush,Clear,175,109,-22.2,33,67,56,56,Open,Open,Open,Open,33,100,156,212,41,8,Medium_Facility_Demand,18,Normal,7,3,3,False,High,Medium,No_Bottleneck,open_gate_c
E004_T12,09:55:00Z,entry_rush,Clear,125,129,-28.6,70,76,42,56,Open,Open,Open,Open,70,146,188,244,22,49,Medium_Facility_Demand,15,Normal,7,3,3,False,High,Medium,No_Bottleneck,open_gate_c
E004_T13,10:00:00Z,entry_complete,Light_Rain,0,0,-100.0,0,0,0,0,Closed,Closed,Closed,Closed,131,131,131,131,60,1,Medium_Facility_Demand,43,Normal,5,3,2,False,Low,Low,No_Bottleneck,balanced_flow
E004_T14,10:05:00Z,event_active,Light_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,131,131,131,131,32,27,Medium_Facility_Demand,16,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E004_T15,10:10:00Z,event_active,Cloudy,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,131,131,131,131,24,38,Medium_Facility_Demand,37,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E004_T16,10:15:00Z,event_active,Cloudy,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,131,131,131,131,31,49,Medium_Facility_Demand,20,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E004_T17,10:20:00Z,event_active,Cloudy,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,131,131,131,131,32,31,Medium_Facility_Demand,60,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E004_T18,10:25:00Z,event_active,Heavy_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,131,131,131,131,2,4,Medium_Facility_Demand,70,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E004_T19,10:30:00Z,event_active,Heavy_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,131,131,131,131,56,44,Medium_Facility_Demand,57,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E004_T20,10:35:00Z,event_active,Cloudy,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,131,131,131,131,4,35,Medium_Facility_Demand,81,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E004_T21,10:40:00Z,event_active,Clear,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,131,131,131,131,15,13,Medium_Facility_Demand,34,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E004_T22,10:45:00Z,halftime_prep,Heavy_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,100,143,139,99,3,70,Medium_Facility_Demand,21,Normal,5,6,2,False,Low,Low,No_Bottleneck,normal_operations
E004_T23,10:50:00Z,halftime_exit,Heavy_Rain,118,0,11800.0,0,0,0,0,Closed,Closed,Closed,Closed,98,118,109,107,115,86,High_Food_Demand,65,Normal,5,6,2,False,Low,Low,No_Bottleneck,open_more_exits
E004_T24,10:55:00Z,halftime_peak,Light_Rain,0,0,-100.0,0,0,0,0,Closed,Closed,Closed,Closed,159,142,97,166,153,17,High_Food_Demand,17,Normal,5,6,2,False,Medium,Low,No_Bottleneck,normal_operations
E004_T25,11:00:00Z,halftime_return,Light_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,163,104,140,158,137,157,High_Food_Demand,6,Normal,5,6,2,False,Low,Low,Toilet_Bottleneck,deploy_food_staff
E004_T26,11:05:00Z,halftime_return,Clear,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,87,89,132,121,170,65,High_Food_Demand,66,Normal,5,6,2,False,Low,Low,No_Bottleneck,normal_operations
E004_T27,11:10:00Z,event_active,Light_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,131,131,131,131,30,40,Medium_Facility_Demand,64,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E004_T28,11:15:00Z,event_active,Cloudy,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,131,131,131,131,38,0,Medium_Facility_Demand,26,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E004_T29,11:20:00Z,event_active,Cloudy,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,131,131,131,131,1,38,Medium_Facility_Demand,67,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E004_T30,11:25:00Z,event_active,Cloudy,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,131,131,131,131,46,34,Medium_Facility_Demand,61,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E004_T31,11:30:00Z,event_end,Heavy_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,131,131,131,131,38,35,Medium_Facility_Demand,31,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E004_T32,11:35:00Z,exit_start,Clear,0,78,0.0,122,0,0,0,Open,Closed,Closed,Closed,101,101,101,101,12,21,Medium_Facility_Demand,72,Normal,5,3,2,False,Medium,High,No_Bottleneck,open_more_exits
E004_T33,11:40:00Z,exit_rush,Cloudy,0,54,0.0,91,76,69,44,Open,Open,Open,Open,61,61,61,61,17,51,Low_Facility_Demand,58,Normal,5,3,2,False,Low,High,No_Bottleneck,balanced_exit
E004_T34,11:45:00Z,exit_rush,Clear,0,49,0.0,69,35,81,38,Open,Open,Open,Open,76,76,76,76,16,43,Low_Facility_Demand,77,Normal,5,3,2,False,Low,High,No_Bottleneck,balanced_exit
E004_T35,11:50:00Z,exit_rush,Heavy_Rain,0,66,0.0,83,87,82,54,Open,Open,Open,Open,55,55,55,55,5,17,Low_Facility_Demand,24,Normal,5,3,2,False,Low,High,No_Bottleneck,balanced_exit
E004_T36,11:55:00Z,exit_complete,Light_Rain,0,32,0.0,33,96,76,45,Open,Open,Open,Open,69,69,69,69,46,32,Low_Facility_Demand,22,Normal,5,3,2,False,Low,High,No_Bottleneck,balanced_exit
E004_T37,12:00:00Z,exit_complete,Clear,0,62,0.0,32,42,90,37,Open,Open,Open,Open,81,81,81,81,34,3,Low_Facility_Demand,26,Normal,5,3,2,False,Low,High,No_Bottleneck,balanced_exit
E004_T38,12:05:00Z,exit_complete,Light_Rain,0,42,0.0,75,43,80,84,Open,Open,Open,Open,61,61,61,61,62,24,Low_Facility_Demand,9,Normal,5,3,2,False,Low,High,No_Bottleneck,balanced_exit
E005_T01,09:00:00Z,pre_event,Clear,21,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,0,0,0,0,8,5,Low_Facility_Demand,37,Normal,5,3,2,False,Low,Low,No_Bottleneck,monitor_only
E005_T02,09:15:00Z,pre_event,Clear,43,0,105.7,0,0,0,0,Closed,Closed,Closed,Closed,0,0,0,0,1,16,Low_Facility_Demand,75,Normal,5,3,2,False,Low,Low,No_Bottleneck,monitor_only
E005_T03,09:30:00Z,pre_event,Cloudy,64,11,50.7,0,0,0,0,Closed,Closed,Closed,Closed,0,0,0,0,0,13,Low_Facility_Demand,41,Normal,5,3,2,True,Medium,Low,No_Bottleneck,prepare_gates
E005_T04,09:45:00Z,pre_event,Light_Rain,86,150,35.0,0,0,0,0,Closed,Closed,Closed,Closed,0,0,0,0,2,0,Low_Facility_Demand,16,Normal,5,3,2,False,Medium,Low,No_Bottleneck,prepare_gates
E005_T05,09:20:00Z,entry_start,Heavy_Rain,166,97,93.0,179,0,0,0,Open,Closed,Closed,Closed,179,179,179,179,12,18,Medium_Facility_Demand,49,Normal,12,3,3,False,Critical,Critical,Gate_A_Bottleneck,open_gate_b_critical
E005_T06,09:25:00Z,entry_start,Cloudy,116,144,-30.1,176,0,0,0,Open,Closed,Closed,Closed,176,176,176,176,25,5,Medium_Facility_Demand,65,Normal,12,3,3,False,Critical,Critical,Gate_A_Bottleneck,open_gate_b_critical
E005_T07,09:30:00Z,entry_start,Cloudy,66,114,-43.1,97,55,0,0,Open,Open,Closed,Closed,97,152,152,152,14,17,Medium_Facility_Demand,68,Normal,7,3,3,False,High,High,No_Bottleneck,open_gate_c
E005_T08,09:35:00Z,entry_start,Cloudy,16,126,-75.8,62,101,0,0,Open,Open,Closed,Closed,62,163,163,163,20,9,Medium_Facility_Demand,25,Normal,7,3,3,False,High,High,No_Bottleneck,open_gate_c
E005_T09,09:40:00Z,entry_rush,Cloudy,0,81,-100.0,33,53,76,50,Open,Open,Open,Open,33,86,162,212,19,8,Medium_Facility_Demand,34,Normal,7,3,3,False,High,Medium,No_Bottleneck,open_gate_c
E005_T10,09:45:00Z,entry_rush,Clear,0,87,0.0,42,20,35,24,Open,Open,Open,Open,42,62,97,121,20,12,Medium_Facility_Demand,80,Normal,7,3,3,False,High,Medium,No_Bottleneck,balanced_flow
E005_T11,09:50:00Z,entry_rush,Clear,0,126,0.0,31,59,41,45,Open,Open,Open,Open,31,90,131,176,3,21,Medium_Facility_Demand,61,Normal,7,3,3,False,High,Medium,No_Bottleneck,balanced_flow
E005_T12,09:55:00Z,entry_rush,Light_Rain,0,145,0.0,59,41,53,80,Open,Open,Open,Open,59,100,153,233,0,8,Medium_Facility_Demand,19,Normal,7,3,3,False,High,Medium,No_Bottleneck,open_gate_c
E005_T13,10:00:00Z,entry_complete,Heavy_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,54,54,54,54,1,17,Medium_Facility_Demand,8,Normal,5,3,2,False,Low,Low,No_Bottleneck,balanced_flow
E005_T14,10:05:00Z,event_active,Clear,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,54,54,54,54,6,19,Medium_Facility_Demand,47,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E005_T15,10:10:00Z,event_active,Clear,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,54,54,54,54,7,5,Medium_Facility_Demand,22,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E005_T16,10:15:00Z,event_active,Clear,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,54,54,54,54,27,14,Medium_Facility_Demand,56,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E005_T17,10:20:00Z,event_active,Cloudy,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,54,54,54,54,17,20,Medium_Facility_Demand,31,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E005_T18,10:25:00Z,event_active,Light_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,54,54,54,54,4,14,Medium_Facility_Demand,39,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E005_T19,10:30:00Z,event_active,Heavy_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,54,54,54,54,4,21,Medium_Facility_Demand,77,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E005_T20,10:35:00Z,event_active,Clear,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,54,54,54,54,20,17,Medium_Facility_Demand,78,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E005_T21,10:40:00Z,event_active,Heavy_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,54,54,54,54,12,5,Medium_Facility_Demand,6,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E005_T22,10:45:00Z,halftime_prep,Heavy_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,68,51,69,66,16,45,Medium_Facility_Demand,49,Normal,5,6,2,False,Low,Low,No_Bottleneck,normal_operations
E005_T23,10:50:00Z,halftime_exit,Cloudy,22,0,2200.0,0,0,0,0,Closed,Closed,Closed,Closed,58,41,44,66,2,17,Medium_Facility_Demand,23,Normal,5,6,2,False,Low,Low,No_Bottleneck,open_more_exits
E005_T24,10:55:00Z,halftime_peak,Heavy_Rain,0,0,-100.0,0,0,0,0,Closed,Closed,Closed,Closed,47,47,43,40,56,35,High_Food_Demand,61,Normal,5,6,2,False,Medium,Low,No_Bottleneck,normal_operations
E005_T25,11:00:00Z,halftime_return,Cloudy,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,54,68,40,69,71,52,High_Food_Demand,36,Normal,5,6,2,False,Low,Low,No_Bottleneck,normal_operations
E005_T26,11:05:00Z,halftime_return,Cloudy,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,72,37,62,70,87,69,Critical_Food_Demand,14,Normal,5,6,2,False,Low,Low,Food_Court_Bottleneck,manage_food_queue
E005_T27,11:10:00Z,event_active,Clear,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,54,54,54,54,2,16,Medium_Facility_Demand,24,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E005_T28,11:15:00Z,event_active,Light_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,54,54,54,54,15,8,Medium_Facility_Demand,22,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E005_T29,11:20:00Z,event_active,Clear,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,54,54,54,54,16,7,Medium_Facility_Demand,30,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E005_T30,11:25:00Z,event_active,Clear,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,54,54,54,54,27,13,Medium_Facility_Demand,66,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E005_T31,11:30:00Z,event_end,Clear,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,54,54,54,54,8,18,Medium_Facility_Demand,46,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E005_T32,11:35:00Z,exit_start,Light_Rain,0,74,0.0,50,0,0,0,Open,Closed,Closed,Closed,42,42,42,42,27,19,Medium_Facility_Demand,44,Normal,5,3,2,False,Low,Medium,No_Bottleneck,open_more_exits
E005_T33,11:40:00Z,exit_rush,Light_Rain,0,32,0.0,21,48,48,43,Open,Open,Open,Open,14,14,14,14,20,8,Low_Facility_Demand,24,Normal,5,3,2,False,Low,Medium,No_Bottleneck,balanced_exit
E005_T34,11:45:00Z,exit_rush,Heavy_Rain,0,61,0.0,87,65,42,56,Open,Open,Open,Open,0,0,0,0,26,15,Low_Facility_Demand,11,Normal,5,3,2,False,Low,High,No_Bottleneck,balanced_exit
E005_T35,11:50:00Z,exit_rush,Clear,0,72,0.0,91,74,60,79,Open,Open,Open,Open,0,0,0,0,21,9,Low_Facility_Demand,55,Normal,5,3,2,False,Low,High,No_Bottleneck,balanced_exit
E005_T36,11:55:00Z,exit_complete,Cloudy,0,71,0.0,45,92,21,22,Open,Open,Open,Open,9,9,9,9,22,10,Low_Facility_Demand,73,Normal,5,3,2,False,Low,High,No_Bottleneck,balanced_exit
E005_T37,12:00:00Z,exit_complete,Heavy_Rain,0,45,0.0,76,91,66,76,Open,Open,Open,Open,0,0,0,0,23,7,Low_Facility_Demand,7,Normal,5,3,2,False,Low,High,No_Bottleneck,balanced_exit
E005_T38,12:05:00Z,exit_complete,Light_Rain,0,33,0.0,77,28,42,81,Open,Open,Open,Open,0,0,0,0,11,21,Low_Facility_Demand,36,Normal,5,3,2,False,Low,High,No_Bottleneck,balanced_exit
E006_T01,09:00:00Z,pre_event,Light_Rain,45,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,0,0,0,0,4,28,Low_Facility_Demand,85,Normal,5,3,2,False,Low,Low,No_Bottleneck,monitor_only
E006_T02,09:15:00Z,pre_event,Cloudy,90,0,100.4,0,0,0,0,Closed,Closed,Closed,Closed,0,0,0,0,9,34,Low_Facility_Demand,35,Normal,5,3,2,False,Low,Low,No_Bottleneck,monitor_only
E006_T03,09:30:00Z,pre_event,Cloudy,135,112,50.3,0,0,0,0,Closed,Closed,Closed,Closed,0,0,0,0,44,32,Low_Facility_Demand,47,Normal,5,3,2,True,Medium,Low,No_Bottleneck,prepare_gates
E006_T04,09:45:00Z,pre_event,Cloudy,180,46,33.6,0,0,0,0,Closed,Closed,Closed,Closed,0,0,0,0,2,25,Low_Facility_Demand,15,Normal,5,3,2,False,Medium,Low,No_Bottleneck,prepare_gates
E006_T05,09:20:00Z,entry_start,Clear,401,83,122.8,139,0,0,0,Open,Closed,Closed,Closed,139,139,139,139,42,35,Medium_Facility_Demand,78,Normal,7,3,3,False,High,High,No_Bottleneck,open_gate_c
E006_T06,09:25:00Z,entry_start,Light_Rain,351,126,-12.5,111,0,0,0,Open,Closed,Closed,Closed,111,111,111,111,26,23,Medium_Facility_Demand,37,Normal,7,3,3,False,High,High,No_Bottleneck,open_gate_c
E006_T07,09:30:00Z,entry_start,Heavy_Rain,301,138,-14.2,90,81,0,0,Open,Open,Closed,Closed,90,171,171,171,55,43,Medium_Facility_Demand,31,Normal,7,3,3,False,High,High,No_Bottleneck,open_gate_c
E006_T08,09:35:00Z,entry_start,Light_Rain,251,111,-16.6,91,56,0,0,Open,Open,Closed,Closed,91,147,147,147,49,37,Medium_Facility_Demand,64,Normal,7,3,3,False,High,High,No_Bottleneck,open_gate_c
E006_T09,09:40:00Z,entry_rush,Cloudy,201,87,-19.9,20,28,68,24,Open,Open,Open,Open,20,48,116,140,24,19,Medium_Facility_Demand,31,Normal,7,3,3,False,High,Medium,No_Bottleneck,open_gate_c
E006_T10,09:45:00Z,entry_rush,Light_Rain,151,150,-24.9,63,22,63,29,Open,Open,Open,Open,63,85,148,177,23,41,Medium_Facility_Demand,21,Normal,7,3,3,False,High,Medium,No_Bottleneck,open_gate_c
E006_T11,09:50:00Z,entry_rush,Cloudy,101,147,-33.1,70,33,29,38,Open,Open,Open,Open,70,103,132,170,10,11,Medium_Facility_Demand,60,Normal,7,3,3,False,High,Medium,No_Bottleneck,open_gate_c
E006_T12,09:55:00Z,entry_rush,Heavy_Rain,51,110,-49.5,62,67,20,68,Open,Open,Open,Open,62,129,149,217,8,38,Medium_Facility_Demand,8,Normal,7,3,3,False,High,Medium,No_Bottleneck,open_gate_c
E006_T13,10:00:00Z,entry_complete,Heavy_Rain,0,0,-100.0,0,0,0,0,Closed,Closed,Closed,Closed,112,112,112,112,21,41,Medium_Facility_Demand,31,Normal,5,3,2,False,Low,Low,No_Bottleneck,balanced_flow
E006_T14,10:05:00Z,event_active,Cloudy,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,112,112,112,112,35,31,Medium_Facility_Demand,85,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E006_T15,10:10:00Z,event_active,Light_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,112,112,112,112,48,44,Medium_Facility_Demand,19,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E006_T16,10:15:00Z,event_active,Cloudy,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,112,112,112,112,48,37,Medium_Facility_Demand,76,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E006_T17,10:20:00Z,event_active,Clear,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,112,112,112,112,9,21,Medium_Facility_Demand,61,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E006_T18,10:25:00Z,event_active,Cloudy,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,112,112,112,112,53,10,Medium_Facility_Demand,41,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E006_T19,10:30:00Z,event_active,Light_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,112,112,112,112,30,18,Medium_Facility_Demand,12,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E006_T20,10:35:00Z,event_active,Heavy_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,112,112,112,112,17,33,Medium_Facility_Demand,43,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E006_T21,10:40:00Z,event_active,Light_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,112,112,112,112,45,12,Medium_Facility_Demand,21,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E006_T22,10:45:00Z,halftime_prep,Cloudy,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,92,113,89,119,14,113,Medium_Facility_Demand,27,Normal,5,6,2,False,Low,Low,Toilet_Bottleneck,deploy_food_staff
E006_T23,10:50:00Z,halftime_exit,Heavy_Rain,93,0,9300.0,0,0,0,0,Closed,Closed,Closed,Closed,96,105,116,126,105,100,High_Food_Demand,28,Normal,5,6,2,False,Low,Low,No_Bottleneck,open_more_exits
E006_T24,10:55:00Z,halftime_peak,Cloudy,0,0,-100.0,0,0,0,0,Closed,Closed,Closed,Closed,127,97,81,116,136,47,High_Food_Demand,15,Normal,5,6,2,False,Medium,Low,No_Bottleneck,normal_operations
E006_T25,11:00:00Z,halftime_return,Clear,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,88,96,127,86,38,43,Medium_Facility_Demand,16,Normal,5,6,2,False,Low,Low,No_Bottleneck,normal_operations
E006_T26,11:05:00Z,halftime_return,Heavy_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,77,143,106,129,82,68,High_Food_Demand,33,Normal,5,6,2,False,Low,Low,No_Bottleneck,normal_operations
E006_T27,11:10:00Z,event_active,Light_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,112,112,112,112,48,41,Medium_Facility_Demand,5,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E006_T28,11:15:00Z,event_active,Cloudy,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,112,112,112,112,15,27,Medium_Facility_Demand,53,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E006_T29,11:20:00Z,event_active,Light_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,112,112,112,112,50,9,Medium_Facility_Demand,82,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E006_T30,11:25:00Z,event_active,Clear,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,112,112,112,112,43,40,Medium_Facility_Demand,54,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E006_T31,11:30:00Z,event_end,Cloudy,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,112,112,112,112,26,40,Medium_Facility_Demand,36,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E006_T32,11:35:00Z,exit_start,Heavy_Rain,0,32,0.0,134,0,0,0,Open,Closed,Closed,Closed,79,79,79,79,40,23,Medium_Facility_Demand,33,Normal,5,3,2,False,Medium,High,No_Bottleneck,open_more_exits
E006_T33,11:40:00Z,exit_rush,Heavy_Rain,0,43,0.0,50,74,22,80,Open,Open,Open,Open,56,56,56,56,23,11,Low_Facility_Demand,78,Normal,5,3,2,False,Low,Medium,No_Bottleneck,balanced_exit
E006_T34,11:45:00Z,exit_rush,Clear,0,78,0.0,36,79,51,48,Open,Open,Open,Open,59,59,59,59,25,45,Low_Facility_Demand,21,Normal,5,3,2,False,Low,Medium,No_Bottleneck,balanced_exit
E006_T35,11:50:00Z,exit_rush,Clear,0,42,0.0,41,31,26,49,Open,Open,Open,Open,76,76,76,76,14,31,Medium_Facility_Demand,51,Normal,5,3,2,False,Low,Medium,No_Bottleneck,balanced_exit
E006_T36,11:55:00Z,exit_complete,Cloudy,0,76,0.0,62,71,31,43,Open,Open,Open,Open,61,61,61,61,7,1,Low_Facility_Demand,81,Normal,5,3,2,False,Low,Medium,No_Bottleneck,balanced_exit
E006_T37,12:00:00Z,exit_complete,Clear,0,80,0.0,90,26,75,35,Open,Open,Open,Open,56,56,56,56,54,4,Low_Facility_Demand,30,Normal,5,3,2,False,Low,High,No_Bottleneck,balanced_exit
E006_T38,12:05:00Z,exit_complete,Light_Rain,0,39,0.0,97,81,43,42,Open,Open,Open,Open,47,47,47,47,4,21,Low_Facility_Demand,14,Normal,5,3,2,False,Low,High,No_Bottleneck,balanced_exit
E007_T01,09:00:00Z,pre_event,Light_Rain,47,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,0,0,0,0,7,2,Low_Facility_Demand,83,Normal,5,3,2,False,Low,Low,No_Bottleneck,monitor_only
E007_T02,09:15:00Z,pre_event,Cloudy,94,0,100.9,0,0,0,0,Closed,Closed,Closed,Closed,0,0,0,0,6,38,Low_Facility_Demand,80,Normal,5,3,2,False,Low,Low,No_Bottleneck,monitor_only
E007_T03,09:30:00Z,pre_event,Cloudy,141,99,50.6,0,0,0,0,Closed,Closed,Closed,Closed,0,0,0,0,11,31,Low_Facility_Demand,20,Normal,5,3,2,True,Medium,Low,No_Bottleneck,prepare_gates
E007_T04,09:45:00Z,pre_event,Cloudy,188,47,33.9,0,0,0,0,Closed,Closed,Closed,Closed,0,0,0,0,54,38,Low_Facility_Demand,44,Normal,5,3,2,False,Medium,Low,No_Bottleneck,prepare_gates
E007_T05,09:20:00Z,entry_start,Cloudy,422,107,124.5,54,0,0,0,Open,Closed,Closed,Closed,54,54,54,54,50,16,Low_Facility_Demand,16,Normal,7,3,3,False,High,Medium,No_Bottleneck,balanced_flow
E007_T06,09:25:00Z,entry_start,Cloudy,372,127,-11.8,61,0,0,0,Open,Closed,Closed,Closed,61,61,61,61,29,18,Low_Facility_Demand,7,Normal,7,3,3,False,High,Medium,No_Bottleneck,open_gate_c
E007_T07,09:30:00Z,entry_start,Heavy_Rain,322,149,-13.4,116,63,0,0,Open,Open,Closed,Closed,116,179,179,179,46,30,Medium_Facility_Demand,20,Normal,7,3,3,False,High,High,No_Bottleneck,open_gate_c
